date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2024-01-10,15,5,33,0,24,84,0,0,0,3
2024-01-11,13,5,33,0,23,85,0,0,0,5
2024-01-12,14,5,34,0,25,83,0,0,0,0
2024-01-13,9,5,23,0,16,66,0,0,0,3
2024-01-14,7,5,17,0,12,58,0,0,0,6
2024-01-15,17,6,39,0,27,98,0,0,0,0
2024-01-16,16,6,35,0,24,81,0,0,0,6
2024-01-17,15,8,34,0,25,76,0,0,0,3
2024-01-18,13,6,34,0,25,76,0,0,0,3
2024-01-19,15,5,35,0,25,68,0,0,0,3
2024-01-20,10,4,22,0,16,66,0,0,0,0
2024-01-21,7,5,17,0,12,51,0,0,0,0
2024-01-22,14,5,36,0,26,81,0,0,0,3
2024-01-23,13,5,33,0,21,75,0,0,0,6
2024-01-24,15,6,35,0,24,71,0,0,0,5
2024-01-25,18,7,41,0,32,89,0,0,0,4
2024-01-26,18,8,45,0,28,79,0,0,0,4
2024-01-27,10,6,28,0,19,66,0,0,0,0
2024-01-28,9,5,18,0,14,50,0,0,0,4
2024-01-29,18,7,43,0,31,90,0,0,0,0
2024-01-30,21,7,41,0,28,81,0,0,0,3
2024-01-31,20,8,46,0,32,80,0,0,0,4
2024-02-01,19,8,49,0,32,100,0,0,0,3
2024-02-02,21,6,43,0,30,87,0,0,0,0
2024-02-03,9,6,25,0,18,64,0,0,0,0
2024-02-04,8,5,18,0,14,52,0,0,0,0
2024-02-05,16,6,40,0,29,83,0,0,0,4
2024-02-06,15,6,40,0,29,83,0,0,0,4
2024-02-07,14,6,32,0,26,69,0,0,0,3
2024-02-08,15,5,37,0,30,86,0,0,0,4
2024-02-09,16,5,37,0,30,80,0,0,0,4
2024-02-10,8,6,21,0,20,61,0,0,0,0
2024-02-11,8,4,16,0,13,50,0,0,0,0
2024-02-12,16,5,37,0,25,78,0,0,0,6
2024-02-13,15,5,36,0,27,81,0,0,0,5
2024-02-14,14,5,32,0,26,71,0,0,0,4
2024-02-15,15,6,37,0,25,74,0,0,0,0
2024-02-16,14,6,35,0,26,75,0,0,0,5
2024-02-17,8,4,20,0,16,61,0,0,0,4
2024-02-18,5,4,13,0,11,43,0,0,0,5
2024-02-19,13,5,35,0,29,66,0,0,0,0
2024-02-20,15,5,35,0,47,69,0,0,0,3
2024-02-21,15,6,30,0,47,61,0,0,0,3
2024-02-22,14,5,31,0,40,68,0,0,0,3
2024-02-23,18,6,42,0,46,74,0,0,0,0
2024-02-24,9,5,25,0,61,53,0,0,0,0
2024-02-25,7,5,17,0,80,53,0,0,0,0
2024-02-26,17,7,42,0,45,75,0,0,0,3
2024-02-27,17,7,42,0,35,76,0,0,0,3
2024-02-28,18,6,40,0,29,78,0,0,0,3
2024-02-29,24,9,53,0,35,90,0,0,0,4
2024-03-01,22,7,48,0,38,77,0,0,0,4
2024-03-02,11,6,24,0,21,61,0,0,0,0
2024-03-03,9,6,19,0,13,40,0,0,0,0
2024-03-04,18,6,39,0,28,78,0,0,0,0
2024-03-05,15,7,38,0,28,72,0,0,0,3
2024-03-06,14,6,35,0,25,72,0,0,0,0
2024-03-07,16,6,35,0,27,64,0,0,0,4
2024-03-08,15,6,36,0,27,66,0,0,0,6
2024-03-09,9,5,22,0,16,53,0,0,0,0
2024-03-10,7,4,16,0,12,45,0,0,0,4
2024-03-11,16,6,35,0,23,62,0,0,0,4
2024-03-12,15,6,34,0,26,67,0,0,0,6
2024-03-13,14,6,30,0,30,70,0,0,0,0
2024-03-14,15,6,38,0,34,64,0,0,0,6
2024-03-15,16,6,39,0,43,74,0,0,0,0
2024-03-16,9,6,22,0,61,52,0,0,0,5
2024-03-17,6,5,16,0,51,46,0,0,0,0
2024-03-18,15,6,36,0,39,72,0,0,0,0
2024-03-19,15,6,35,0,30,71,0,0,0,0
2024-03-20,15,6,36,0,28,75,0,0,0,4
2024-03-21,10,6,22,0,18,55,0,0,0,0
2024-03-22,15,6,34,0,26,62,0,3,0,0
2024-03-23,10,6,24,0,21,53,0,0,0,4
2024-03-24,8,4,18,0,14,42,0,0,0,0
2024-03-25,22,7,45,0,29,85,0,0,0,4
2024-03-26,19,6,43,0,30,81,0,0,0,3
2024-03-27,17,7,44,0,29,76,0,0,0,6
2024-03-28,22,9,46,0,32,83,0,0,0,0
2024-03-29,11,7,24,0,20,53,0,0,0,0
2024-03-30,11,7,26,0,19,61,0,0,0,0
2024-03-31,9,6,20,0,15,57,0,0,0,0
2024-04-01,13,9,27,0,21,75,0,0,0,0
2024-04-02,20,8,48,0,31,98,0,0,0,6
2024-04-03,20,7,41,0,30,76,0,0,0,6
2024-04-04,17,8,40,1,29,79,0,0,0,0
2024-04-05,17,6,39,0,28,66,0,0,0,0
2024-04-06,10,5,23,0,17,60,0,0,0,3
2024-04-07,6,5,15,0,13,46,0,0,0,0
2024-04-08,15,6,36,0,26,74,0,0,0,5
2024-04-09,14,5,32,0,27,69,0,0,0,5
2024-04-10,14,5,32,0,27,65,0,0,0,6
2024-04-11,14,6,30,0,24,62,0,0,0,5
2024-04-12,14,5,30,0,41,69,0,0,0,0
2024-04-13,7,5,19,0,70,55,0,0,0,0
2024-04-14,8,3,16,0,42,45,0,0,0,0
2024-04-15,14,6,34,0,28,62,0,0,0,3
2024-04-16,13,6,31,0,25,68,0,0,0,5
2024-04-17,11,6,29,0,21,70,0,0,0,4
2024-04-18,13,6,31,0,24,69,0,0,0,3
2024-04-19,14,6,33,0,22,69,0,0,0,3
2024-04-20,9,5,23,0,17,57,0,0,0,0
2024-04-21,7,4,14,0,12,43,0,0,0,0
2024-04-22,12,6,29,0,22,68,0,0,0,5
2024-04-23,14,8,30,0,23,68,0,0,0,3
2024-04-24,15,12,35,0,24,65,0,0,0,4
2024-04-25,17,10,41,0,34,70,0,0,0,0
2024-04-26,18,9,39,0,36,75,0,0,0,0
2024-04-27,10,10,21,0,19,57,0,0,0,0
2024-04-28,7,5,16,0,14,42,0,0,0,0
2024-04-29,18,9,42,0,31,86,0,0,0,7
2024-04-30,21,11,46,0,35,91,0,0,3,0
2024-05-01,13,10,30,0,21,64,0,0,0,0
2024-05-02,18,7,39,0,30,79,0,0,0,4
2024-05-03,17,7,41,0,30,82,0,0,0,0
2024-05-04,9,7,24,0,51,61,0,0,0,0
2024-05-05,8,4,17,0,48,46,0,0,0,0
2024-05-06,16,6,38,0,32,80,0,0,0,5
2024-05-07,15,5,33,0,27,75,0,0,0,0
2024-05-08,14,6,33,0,25,68,0,0,0,0
2024-05-09,15,6,33,0,26,69,0,0,0,3
2024-05-10,14,6,29,0,26,63,0,0,0,3
2024-05-11,8,9,22,0,18,57,0,0,0,3
2024-05-12,6,5,13,0,10,47,0,0,0,0
2024-05-13,14,5,32,0,23,66,0,0,0,0
2024-05-14,12,5,28,0,21,63,0,3,0,6
2024-05-15,15,6,33,0,23,64,0,0,0,0
2024-05-16,13,4,30,0,21,68,0,0,0,0
2024-05-17,14,5,32,0,23,61,0,0,0,0
2024-05-18,7,6,19,0,14,43,0,0,0,0
2024-05-19,6,5,15,0,12,36,0,0,0,0
2024-05-20,15,5,35,0,25,62,0,0,3,0
2024-05-21,15,5,30,0,25,65,0,0,0,0
2024-05-22,12,7,30,0,22,62,0,0,0,0
2024-05-23,15,8,31,0,25,64,0,0,0,0
2024-05-24,18,9,39,0,28,75,0,0,0,7
2024-05-25,11,8,25,0,19,55,0,0,0,0
2024-05-26,8,6,21,0,14,50,0,0,0,0
2024-05-27,16,7,43,0,29,85,0,0,0,3
2024-05-28,17,6,38,0,30,83,0,0,0,6
2024-05-29,9,7,20,0,20,57,0,0,0,4
2024-05-30,16,6,38,0,28,78,0,0,0,0
2024-05-31,18,6,42,0,32,78,0,0,0,0
2024-06-01,10,7,26,0,100,66,0,0,0,0
2024-06-02,8,5,19,0,19,47,0,0,0,0
2024-06-03,17,7,40,0,30,81,0,0,0,0
2024-06-04,16,7,39,0,26,84,0,0,0,7
2024-06-05,16,5,33,0,26,76,0,0,0,3
2024-06-06,15,5,35,0,26,82,0,0,0,4
2024-06-07,15,6,34,0,24,70,0,0,0,4
2024-06-08,9,4,26,0,16,61,0,0,0,0
2024-06-09,6,5,16,0,11,53,0,0,0,5
2024-06-10,16,7,38,0,25,77,0,0,0,0
2024-06-11,12,5,30,0,24,77,0,0,0,4
2024-06-12,13,6,32,0,23,74,0,0,0,0
2024-06-13,14,5,31,0,24,75,0,0,0,3
2024-06-14,15,5,33,0,24,59,0,0,0,0
2024-06-15,8,7,22,0,17,62,0,0,0,0
2024-06-16,7,4,17,0,12,47,0,0,0,0
2024-06-17,7,6,19,0,13,52,0,0,0,0
2024-06-18,14,6,38,0,25,72,0,0,0,6
2024-06-19,13,4,33,0,25,69,0,0,0,6
2024-06-20,15,5,32,0,24,72,0,0,0,0
2024-06-21,14,5,33,0,24,67,0,0,0,7
2024-06-22,9,5,23,0,18,51,0,0,0,5
2024-06-23,7,4,16,0,12,44,0,0,0,0
2024-06-24,14,6,39,0,28,70,0,0,0,4
2024-06-25,18,6,44,0,28,90,0,0,0,0
2024-06-26,18,7,40,0,28,84,0,0,0,4
2024-06-27,18,7,39,0,28,83,0,0,0,4
2024-06-28,21,8,50,0,34,93,0,0,0,0
2024-06-29,13,7,29,0,21,67,0,0,0,4
2024-06-30,10,6,24,0,16,56,0,0,0,0
2024-07-01,18,6,47,0,32,92,0,0,0,4
2024-07-02,20,7,53,0,29,95,0,0,0,4
2024-07-03,16,8,47,0,28,94,0,0,0,4
2024-07-04,16,7,42,0,27,80,0,0,0,3
2024-07-05,15,5,39,0,26,76,0,0,0,4
2024-07-06,9,7,24,0,17,61,0,0,0,0
2024-07-07,7,4,17,0,12,41,0,0,0,0
2024-07-08,16,6,38,0,27,74,0,0,0,4
2024-07-09,13,5,36,0,24,74,0,0,0,0
2024-07-10,13,5,32,0,23,70,0,0,0,4
