date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2024-07-11,0,11,7,58,17,56,15,0,23,28
2024-07-12,0,12,7,62,13,45,0,0,26,41
2024-07-13,0,13,8,62,16,69,0,0,19,35
2024-07-14,0,11,8,60,16,44,0,0,26,35
2024-07-15,0,10,11,62,17,63,12,0,26,36
2024-07-16,0,11,5,57,16,56,12,0,28,31
2024-07-17,0,10,6,62,17,44,0,0,37,30
2024-07-18,0,8,4,56,19,49,15,0,22,30
2024-07-19,0,11,5,63,14,49,10,0,23,41
2024-07-20,0,5,10,60,19,48,0,0,24,33
2024-07-21,0,7,8,60,17,62,0,0,26,30
2024-07-22,0,10,4,67,16,51,0,0,24,38
2024-07-23,0,11,6,61,14,48,13,9,26,41
2024-07-24,0,10,7,61,14,59,12,0,27,36
2024-07-25,0,10,6,58,17,36,15,0,30,24
2024-07-26,0,12,6,62,15,45,17,0,21,34
2024-07-27,0,9,6,63,16,53,21,0,31,44
2024-07-28,0,10,6,54,18,68,0,0,26,40
2024-07-29,0,9,6,60,13,74,11,0,26,29
2024-07-30,0,7,5,56,17,50,17,0,22,39
2024-07-31,0,10,6,60,15,55,17,0,29,29
2024-08-01,0,9,5,50,15,53,0,0,30,37
2024-08-02,0,11,6,55,16,49,13,0,24,33
2024-08-03,0,13,6,62,19,52,0,0,25,36
2024-08-04,0,11,9,48,18,61,0,0,19,44
2024-08-05,0,12,8,52,12,51,16,0,19,38
2024-08-06,0,10,0,52,18,50,9,0,21,26
2024-08-07,0,13,4,54,19,51,14,0,22,41
2024-08-08,0,9,5,49,11,57,21,0,27,43
2024-08-09,0,8,9,53,18,46,0,0,23,40
2024-08-10,0,7,5,53,14,55,0,0,20,50
2024-08-11,0,9,6,55,17,34,0,0,27,37
2024-08-12,0,11,5,51,16,54,15,0,27,39
2024-08-13,0,9,5,55,14,52,9,0,19,38
2024-08-14,0,8,7,59,15,55,13,0,23,36
2024-08-15,0,9,6,58,15,42,12,0,21,49
2024-08-16,0,11,5,58,15,42,0,0,22,40
2024-08-17,0,8,4,54,15,65,15,0,27,40
2024-08-18,0,9,9,55,20,56,0,0,30,38
2024-08-19,0,9,7,63,20,47,10,0,26,46
2024-08-20,0,8,5,57,18,43,19,0,18,34
2024-08-21,0,11,6,60,18,49,14,0,20,35
2024-08-22,0,9,6,55,15,57,11,0,24,37
2024-08-23,0,11,6,58,18,44,12,0,22,38
2024-08-24,0,9,8,59,16,46,11,0,29,40
2024-08-25,0,13,4,58,18,52,0,0,24,51
2024-08-26,0,8,6,63,18,54,14,0,21,38
2024-08-27,0,10,8,60,19,50,11,0,27,32
2024-08-28,0,13,0,62,16,50,13,0,19,45
2024-08-29,0,8,4,59,18,44,0,0,30,39
2024-08-30,0,7,6,64,17,33,12,0,25,41
2024-08-31,0,9,6,60,18,43,15,0,16,34
2024-09-01,0,9,7,53,19,72,0,0,21,44
2024-09-02,0,6,4,56,20,61,10,0,22,43
2024-09-03,0,7,6,59,16,55,14,0,26,45
2024-09-04,0,8,6,51,16,50,11,0,22,40
2024-09-05,0,10,5,55,18,47,11,0,22,39
2024-09-06,0,8,7,55,13,41,0,0,17,33
2024-09-07,0,10,0,53,20,56,12,0,15,49
2024-09-08,0,10,8,53,14,50,16,0,31,48
2024-09-09,0,9,6,63,15,52,0,0,23,52
2024-09-10,0,9,7,47,15,47,0,0,20,32
2024-09-11,0,10,5,57,15,44,13,0,28,48
2024-09-12,0,9,7,49,17,57,0,0,23,54
2024-09-13,0,5,7,53,18,53,18,0,18,49
2024-09-14,0,8,6,45,13,46,0,0,13,58
2024-09-15,0,9,7,62,19,48,11,0,21,57
2024-09-16,0,7,6,57,13,60,10,0,21,43
2024-09-17,0,8,7,50,15,52,14,0,20,43
2024-09-18,0,8,5,48,12,45,13,0,21,45
2024-09-19,0,11,3,52,17,47,14,0,17,46
2024-09-20,0,8,4,54,16,45,13,0,19,40
2024-09-21,0,11,4,58,14,38,0,0,14,38
2024-09-22,0,10,8,54,21,49,0,0,30,52
2024-09-23,0,9,8,70,19,70,13,0,29,50
2024-09-24,0,15,9,64,18,50,0,0,31,53
2024-09-25,0,10,8,62,19,67,16,0,26,43
2024-09-26,0,8,7,63,17,57,18,0,28,39
2024-09-27,0,10,7,57,15,49,10,0,27,43
2024-09-28,0,9,5,55,17,49,0,0,35,44
2024-09-29,0,11,7,54,18,42,0,0,24,52
2024-09-30,0,8,5,57,17,56,0,0,23,42
2024-10-01,0,10,8,62,19,49,16,0,26,39
2024-10-02,0,6,6,59,16,63,20,0,18,32
2024-10-03,0,8,6,56,17,53,9,0,30,57
2024-10-04,0,11,5,56,17,41,14,0,26,47
2024-10-05,0,11,7,49,16,53,0,0,19,46
2024-10-06,0,12,7,57,17,62,0,0,22,50
2024-10-07,0,9,6,63,19,61,18,9,25,39
2024-10-08,0,8,5,52,15,58,0,0,20,41
2024-10-09,0,9,6,58,13,45,9,0,11,41
2024-10-10,0,9,5,56,18,55,0,0,23,51
2024-10-11,0,9,4,54,16,47,12,0,18,42
2024-10-12,0,7,6,58,20,75,0,0,27,55
2024-10-13,0,11,9,57,23,74,0,0,28,59
2024-10-14,0,7,7,64,16,55,12,0,22,54
2024-10-15,0,9,5,49,18,51,17,0,31,34
2024-10-16,0,9,6,61,19,64,14,0,31,50
2024-10-17,0,8,6,58,18,61,13,0,26,43
2024-10-18,0,9,5,55,16,54,14,0,22,33
2024-10-19,0,8,8,54,17,47,0,0,17,45
2024-10-20,0,9,8,57,21,56,0,0,34,47
2024-10-21,0,9,0,60,20,60,9,0,21,38
2024-10-22,0,11,5,54,15,44,17,0,30,39
2024-10-23,0,10,5,54,21,64,15,0,17,47
2024-10-24,0,12,8,63,20,60,15,0,31,43
2024-10-25,0,7,6,55,20,45,0,0,29,40
2024-10-26,0,11,4,50,20,65,0,0,23,26
2024-10-27,0,17,7,62,23,52,0,0,27,47
2024-10-28,0,10,5,60,20,53,17,0,30,31
2024-10-29,0,10,6,59,22,52,13,11,18,39
2024-10-30,0,10,5,58,18,55,16,0,25,38
2024-10-31,0,8,6,50,19,64,11,0,25,43
2024-11-01,0,7,7,60,26,55,0,0,30,28
2024-11-02,0,10,8,53,21,75,12,0,24,54
2024-11-03,0,12,9,54,25,75,0,0,25,49
2024-11-04,0,11,4,75,28,69,14,0,22,36
2024-11-05,0,10,7,66,20,58,16,0,25,42
2024-11-06,0,10,6,58,19,48,11,0,18,34
2024-11-07,0,11,4,61,18,54,0,0,26,38
2024-11-08,0,13,9,60,20,49,0,0,31,42
2024-11-09,0,11,7,51,18,65,0,0,21,44
2024-11-10,0,10,8,61,17,58,0,0,31,41
2024-11-11,0,12,7,67,25,58,9,0,36,33
2024-11-12,0,11,7,66,25,55,16,0,34,44
2024-11-13,0,8,5,67,19,67,10,0,25,37
2024-11-14,0,12,8,73,22,62,13,0,32,52
2024-11-15,0,8,5,56,23,55,13,0,25,32
2024-11-16,0,11,9,62,23,69,12,0,25,54
2024-11-17,0,14,11,70,28,78,13,0,30,58
2024-11-18,0,10,9,71,30,72,10,0,27,42
2024-11-19,0,14,8,66,24,70,23,0,21,44
2024-11-20,0,13,7,79,25,73,14,0,30,40
2024-11-21,0,13,7,69,26,63,16,0,25,44
2024-11-22,0,14,6,72,22,58,0,0,19,42
2024-11-23,0,13,9,64,27,73,0,0,34,43
2024-11-24,0,16,9,81,34,75,0,0,39,43
2024-11-25,0,15,10,86,34,81,9,0,35,41
2024-11-26,0,12,8,87,30,57,16,0,26,32
2024-11-27,0,11,8,73,31,65,11,0,42,36
2024-11-28,0,11,9,79,31,69,18,0,32,40
2024-11-29,0,17,9,100,41,71,11,0,21,37
2024-11-30,0,10,11,71,31,80,15,0,34,45
2024-12-01,0,11,11,70,30,77,0,0,31,48
2024-12-02,0,13,6,61,28,73,0,0,39,38
2024-12-03,0,10,9,61,29,57,13,0,22,32
2024-12-04,0,12,6,61,23,67,19,0,45,37
2024-12-05,0,12,7,62,20,67,11,0,34,38
2024-12-06,0,14,8,59,26,57,18,0,37,31
2024-12-07,0,10,7,59,24,72,0,0,21,30
2024-12-08,0,13,7,61,28,61,13,0,35,55
2024-12-09,0,14,8,60,26,74,14,0,29,37
2024-12-10,0,12,7,59,26,56,0,0,32,45
2024-12-11,0,10,0,62,29,73,21,0,20,24
2024-12-12,0,10,6,61,37,72,16,0,35,32
2024-12-13,0,12,5,57,27,79,13,0,38,31
2024-12-14,0,14,7,60,29,100,12,0,23,34
2024-12-15,0,12,7,56,31,61,0,0,30,37
2024-12-16,0,16,5,58,33,90,0,0,26,38
2024-12-17,0,16,5,68,37,81,23,0,39,41
2024-12-18,0,13,8,71,25,81,15,0,41,35
2024-12-19,0,13,6,68,25,84,12,0,33,36
2024-12-20,0,12,7,72,30,78,17,0,36,32
2024-12-21,0,14,7,62,29,71,0,0,31,34
2024-12-22,0,12,7,46,28,68,0,0,25,30
2024-12-23,0,12,6,59,20,74,18,0,29,32
2024-12-24,0,8,5,42,19,64,0,0,21,40
2024-12-25,0,0,0,31,15,40,0,0,0,31
2024-12-26,0,8,10,48,23,63,0,0,23,48
2024-12-27,0,11,7,62,30,70,0,0,23,37
2024-12-28,0,13,5,58,25,69,0,0,27,42
2024-12-29,0,11,6,56,22,64,12,0,21,43
2024-12-30,0,11,6,49,24,84,0,0,25,39
2024-12-31,0,11,5,46,21,63,0,0,0,36
2025-01-01,0,7,6,51,18,60,0,0,20,49
2025-01-02,0,11,13,70,22,77,0,0,28,40
2025-01-03,0,13,10,54,25,64,13,0,33,43
2025-01-04,0,11,5,61,27,79,0,0,31,53
2025-01-05,0,13,8,59,22,47,0,0,31,45
2025-01-06,0,9,9,59,25,58,0,0,31,45
2025-01-07,0,13,8,62,22,72,0,0,39,42
2025-01-08,0,11,7,54,19,63,0,0,35,46
2025-01-09,0,15,6,58,17,68,10,0,36,38
2025-01-10,0,12,7,59,21,57,14,0,26,38
2025-01-11,0,7,8,60,25,71,0,12,27,42
