date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2019-07-01,0,0,1,0,0,19,8,26,17,31
2019-07-02,0,0,1,0,0,15,7,26,15,38
2019-07-03,0,0,1,1,0,17,7,25,13,34
2019-07-04,0,0,1,1,0,18,8,29,14,35
2019-07-05,0,0,1,0,0,17,8,28,14,31
2019-07-06,0,0,1,0,0,21,6,31,12,29
2019-07-07,0,0,1,0,0,18,7,38,15,32
2019-07-08,0,0,1,0,0,16,6,26,10,31
2019-07-09,0,0,1,1,0,16,7,24,11,29
2019-07-10,0,0,1,0,0,14,6,21,11,29
2019-07-11,0,0,1,0,0,15,6,24,12,29
2019-07-12,0,0,1,0,0,17,9,26,13,28
2019-07-13,0,0,1,0,0,20,6,32,11,31
2019-07-14,0,0,1,0,0,20,6,35,11,28
2019-07-15,0,0,1,0,0,15,6,20,12,25
2019-07-16,0,0,1,0,0,16,6,23,10,26
2019-07-17,0,0,1,0,0,15,4,20,13,30
2019-07-18,0,0,1,1,0,17,6,25,12,29
2019-07-19,0,0,1,1,0,18,8,26,15,30
2019-07-20,0,0,1,0,0,20,8,37,17,32
2019-07-21,0,0,1,1,0,22,9,40,18,33
2019-07-22,0,0,1,1,0,16,7,29,14,31
2019-07-23,0,0,1,1,0,18,8,27,14,29
2019-07-24,0,0,1,0,0,20,7,26,14,33
2019-07-25,0,0,1,1,0,19,7,27,17,34
2019-07-26,0,0,1,0,0,24,10,27,16,35
2019-07-27,0,0,1,0,0,23,8,33,15,31
2019-07-28,0,0,1,0,0,23,10,37,16,34
2019-07-29,0,0,1,0,0,17,8,25,15,32
2019-07-30,0,0,1,0,0,16,7,25,12,31
2019-07-31,0,0,1,0,0,17,5,24,15,31
2019-08-01,0,0,1,0,0,17,7,28,16,31
2019-08-02,0,0,1,1,0,22,9,27,21,29
2019-08-03,0,0,1,0,0,17,11,33,25,31
2019-08-04,0,0,1,0,0,21,7,36,19,30
2019-08-05,0,0,1,0,0,15,7,24,13,28
2019-08-06,0,0,1,0,0,15,6,25,13,29
2019-08-07,0,0,1,0,0,15,8,24,13,26
2019-08-08,0,0,1,0,0,16,7,24,15,29
2019-08-09,0,0,1,0,0,19,8,30,14,29
2019-08-10,0,0,1,0,0,18,8,32,15,33
2019-08-11,0,0,1,0,0,18,6,30,11,31
2019-08-12,0,0,1,0,0,15,7,25,11,29
2019-08-13,0,0,1,0,0,11,6,22,11,30
2019-08-14,0,0,1,0,0,15,7,24,9,29
2019-08-15,0,0,1,0,0,16,7,21,9,32
2019-08-16,0,0,1,0,0,16,5,23,14,31
2019-08-17,0,0,1,0,0,16,8,29,15,30
2019-08-18,0,0,1,0,0,20,9,35,15,29
2019-08-19,0,0,1,0,0,15,5,26,11,32
2019-08-20,0,0,1,0,0,12,5,24,12,32
2019-08-21,0,0,1,0,0,15,7,25,11,32
2019-08-22,0,0,1,0,0,15,6,22,12,33
2019-08-23,0,0,1,0,0,14,8,26,12,35
2019-08-24,0,0,1,0,0,18,7,33,14,31
2019-08-25,0,0,1,0,0,20,10,39,16,31
2019-08-26,0,0,1,0,0,13,7,25,11,33
2019-08-27,0,0,1,0,0,13,7,23,11,33
2019-08-28,0,0,1,0,0,16,7,24,13,30
2019-08-29,0,0,1,0,0,14,6,24,14,35
2019-08-30,0,0,1,0,0,17,7,25,14,31
2019-08-31,0,0,1,0,0,17,9,29,17,36
2019-09-01,0,0,1,0,0,18,6,38,12,38
2019-09-02,0,0,1,0,0,11,5,22,13,31
2019-09-03,0,0,1,0,0,14,6,24,12,31
2019-09-04,0,0,1,0,0,13,7,22,11,29
2019-09-05,0,1,1,0,0,13,6,24,11,31
2019-09-06,0,1,1,0,0,15,8,26,13,28
2019-09-07,0,0,1,0,0,20,8,33,16,34
2019-09-08,0,0,1,1,0,19,6,36,18,33
2019-09-09,0,0,1,0,0,15,6,25,13,32
2019-09-10,0,0,1,0,0,12,6,23,10,34
2019-09-11,0,0,1,0,0,13,6,22,11,34
2019-09-12,0,0,1,1,0,15,7,24,12,29
2019-09-13,0,0,1,0,0,16,7,28,13,33
2019-09-14,0,0,1,1,0,17,6,31,15,33
2019-09-15,0,0,1,0,0,17,7,35,13,33
2019-09-16,0,0,1,0,0,12,5,24,11,31
2019-09-17,0,0,1,0,0,15,8,25,12,34
2019-09-18,0,0,1,1,0,13,6,23,12,36
2019-09-19,0,0,1,0,0,15,5,22,13,39
2019-09-20,0,0,1,0,0,14,4,23,13,37
2019-09-21,0,0,1,1,0,17,6,23,14,35
2019-09-22,0,0,1,0,0,18,6,30,14,31
2019-09-23,0,0,1,0,0,17,7,27,13,38
2019-09-24,0,0,1,0,0,17,7,30,16,36
2019-09-25,0,0,1,1,0,18,6,22,14,34
2019-09-26,0,1,1,0,0,16,8,28,13,36
2019-09-27,0,1,1,0,0,17,7,23,15,35
2019-09-28,0,0,1,0,0,18,8,28,13,32
2019-09-29,0,0,1,0,0,17,5,35,13,36
2019-09-30,0,0,1,0,0,15,6,24,13,32
2019-10-01,0,0,1,0,0,15,6,25,12,31
2019-10-02,0,0,1,0,0,17,7,26,12,32
2019-10-03,0,1,1,0,0,17,6,27,12,39
2019-10-04,0,1,1,0,0,17,6,26,12,35
2019-10-05,0,1,1,0,0,16,6,31,13,34
2019-10-06,0,0,1,0,0,18,7,36,13,32
2019-10-07,0,1,1,0,0,12,7,25,13,31
2019-10-08,0,1,1,0,0,13,5,24,10,29
2019-10-09,0,1,1,0,0,15,4,24,13,34
2019-10-10,0,1,1,1,0,11,7,24,11,36
2019-10-11,0,1,1,0,0,15,6,27,13,33
2019-10-12,0,1,1,0,0,17,11,30,15,33
2019-10-13,0,1,1,0,0,18,6,37,14,32
2019-10-14,0,1,1,0,0,14,6,25,12,30
2019-10-15,0,1,1,1,0,13,7,24,12,36
2019-10-16,0,1,1,0,0,12,7,22,12,34
2019-10-17,0,1,1,0,0,13,5,23,15,33
2019-10-18,0,1,1,0,0,13,8,26,14,34
2019-10-19,0,1,1,1,0,15,7,28,14,32
2019-10-20,0,1,1,0,0,15,7,34,15,32
2019-10-21,0,2,1,0,0,12,7,26,11,32
2019-10-22,0,2,1,1,0,14,7,25,12,31
2019-10-23,0,1,1,0,0,12,7,24,12,30
2019-10-24,0,2,1,0,0,16,7,25,16,36
2019-10-25,0,2,1,0,0,15,8,30,15,32
2019-10-26,0,1,1,0,0,15,8,32,15,31
2019-10-27,0,1,1,0,0,16,7,34,15,30
2019-10-28,0,2,1,0,0,13,5,26,17,30
2019-10-29,0,2,1,1,0,15,8,28,15,30
2019-10-30,0,3,1,1,0,15,5,28,16,36
2019-10-31,0,3,1,0,0,15,7,28,15,41
2019-11-01,0,3,1,0,0,15,6,30,18,34
2019-11-02,0,2,1,0,0,12,7,31,15,26
2019-11-03,0,2,1,0,0,18,8,36,18,29
2019-11-04,0,4,1,1,0,15,6,29,15,29
2019-11-05,0,4,1,0,0,14,6,28,16,29
2019-11-06,0,4,1,1,0,15,6,27,15,29
2019-11-07,0,5,1,0,0,13,6,28,14,31
2019-11-08,0,4,1,0,0,14,7,29,13,30
2019-11-09,0,3,1,0,0,18,7,35,15,30
2019-11-10,0,3,1,0,0,21,6,38,16,29
2019-11-11,0,5,1,1,0,15,6,29,14,29
2019-11-12,0,6,1,0,0,17,7,29,17,27
2019-11-13,0,8,1,0,0,14,8,29,18,31
2019-11-14,0,8,1,1,0,18,7,30,20,32
2019-11-15,0,8,1,0,0,16,10,29,16,31
2019-11-16,0,6,1,0,0,23,10,41,21,36
2019-11-17,0,6,1,0,0,19,7,42,21,34
2019-11-18,0,9,1,1,0,15,8,31,18,31
2019-11-19,0,10,1,1,0,16,8,29,19,37
2019-11-20,0,12,1,1,0,21,10,33,22,36
2019-11-21,0,16,2,1,0,18,9,37,23,37
2019-11-22,0,15,1,1,0,18,10,37,22,37
2019-11-23,0,13,1,0,0,22,9,45,25,36
2019-11-24,0,18,1,1,0,22,10,49,23,40
2019-11-25,1,31,1,1,0,26,12,40,29,44
2019-11-26,1,38,1,1,0,22,11,41,36,39
2019-11-27,1,53,1,1,0,24,11,46,41,44
2019-11-28,1,86,2,1,0,51,14,61,92,46
2019-11-29,1,100,2,2,0,66,17,72,100,51
2019-11-30,0,16,2,1,0,35,10,53,36,43
2019-12-01,0,8,2,1,0,30,11,51,33,40
2019-12-02,0,4,1,1,0,26,10,42,34,34
2019-12-03,0,1,1,1,0,20,8,34,24,37
2019-12-04,0,1,1,1,0,20,10,35,20,35
2019-12-05,0,1,1,1,0,20,8,33,23,33
2019-12-06,0,1,1,1,0,20,7,36,21,36
2019-12-07,0,0,1,0,0,19,6,42,17,34
2019-12-08,0,0,2,1,0,26,13,51,20,38
2019-12-09,0,0,1,0,0,19,8,37,20,29
2019-12-10,0,0,1,1,0,19,7,35,22,32
2019-12-11,0,0,1,1,0,19,10,34,24,33
2019-12-12,0,0,1,1,0,20,9,38,26,36
2019-12-13,0,0,1,1,0,21,10,39,29,32
2019-12-14,0,0,2,1,0,26,11,52,30,34
2019-12-15,0,0,1,1,0,21,9,49,30,40
2019-12-16,0,0,2,1,0,25,10,48,29,39
2019-12-17,0,0,2,1,0,23,8,43,29,35
2019-12-18,0,0,1,1,0,19,10,42,27,38
2019-12-19,0,0,1,1,0,25,10,46,31,35
2019-12-20,0,0,2,0,0,22,9,46,31,35
2019-12-21,0,0,1,1,0,21,10,49,25,33
2019-12-22,0,0,1,0,0,20,10,47,27,34
2019-12-23,0,0,2,1,0,23,11,56,33,33
2019-12-24,0,0,1,0,0,19,10,42,24,31
2019-12-25,0,0,1,0,0,19,9,42,17,26
2019-12-26,0,0,1,0,0,20,8,36,19,32
2019-12-27,0,0,1,0,0,19,8,36,26,31
2019-12-28,0,0,1,0,0,17,7,32,18,32
2019-12-29,0,0,1,0,0,21,7,34,20,27
2019-12-30,0,0,1,0,0,15,7,27,18,24
2019-12-31,0,0,1,0,0,14,5,22,15,19
2020-01-01,0,0,1,0,0,15,6,28,13,22
